id,value,languageId,frequencyRank
8076,"die Partnerschaft, -en",1,4162
8077,partnership,2,
8078,"das Pfund, -e",1,4163
8079,pound,2,
8080,"die Unterhaltung, -en",1,4164
8081,"entertainment, conversation",2,
8082,"zerfallen, zerfällt, zerfiel, ist zerfallen",1,4165
8083,"to fall apart, to disintegrate, to decay, to decline",2,
8084,zustande,1,4166
8085,(come/bring) about,2,
8086,"ablösen, löst ab, löste ab, hat abgelöst",1,4167
8087,"to take over, to remove, to peel away",2,
8088,allenfalls,1,4168
8089,"ausbleiben, bleibt aus, blieb aus, ist ausgeblieben",1,4169
8090,"to be missing, to fail to appear, to stay out",2,
8091,"besorgen, besorgt, besorgte, hat besorgt",1,4170
8092,"to get, to provide, to buy",2,
8093,binnen,1,4171
8094,einstig,1,4172
8095,"entgegensetzen, setzt entgegen, setzte entgegen, hat entgegengesetzt",1,4173
8096,"to oppose, to counter",2,
8097,"die Inszenierung, -en",1,4174
8098,"production, staging",2,
8099,"das Kraftwerk, -e",1,4175
8100,power plant,2,
8101,"das Nervensystem, -e",1,4176
8102,nervous systems,2,
8103,nördlich,1,4177
8104,obig,1,4178
8105,skeptisch,1,4179
8106,skeptical,2,
8107,"überwachen, überwacht, überwachte, hat überwacht",1,4180
8108,"to monitor, to control, to watch",2,
8109,UNO (Vereinte Nationen),1,4181
8110,UN,2,
8111,woanders,1,4182
8112,somewhere else,2,
8113,"ablesen, liest ab, las ab, hat abgelesen",1,4183
8114,"anzünden, zündet an, zündete an, hat angezündet",1,4184
8115,to light,2,
8116,ärztlich,1,4185
8117,"der Fürst, -en",1,4186
8118,geschickt,1,4187
8119,skilled,2,
8120,mittelalterlich,1,4188
8121,medieval,2,
8122,"repräsentieren, repräsentiert, repräsentierte, hat repräsentiert",1,4189
8123,to represent,2,
8124,"das Rezept, -e",1,4190
8125,"recipe, prescription",2,
8126,"der Sack, -̈e",1,4191
8127,"sack, bag",2,
8128,Thüringen,1,4192
8129,Thuringia,2,
8130,anorganisch,1,4193
8131,inorganic,2,
8132,"ausstehen, steht aus, stand aus, hat ausgestanden",1,4194
8133,"to stand, to bear, to be pending",2,
8134,"das Bundesamt, -̈er",1,4195
8135,federal office,2,
8136,"einschließen, schließt ein, schloss ein, hat eingeschlossen",1,4196
8137,"to lock up, to involve, to include",2,
8138,"der Faden, -̈",1,4197
8139,thread,2,
8140,hunderttausend,1,4198
8141,hundred thousand,2,
8142,"der Oberschenkel, -",1,4199
8143,thigh,2,
8144,"die Schlacht, -en",1,4200
8145,battle,2,
8146,sinnlos,1,4201
8147,meaningless,2,
8148,"streben, strebt, strebte, hat gestrebt",1,4202
8149,to strive,2,
8150,"der Algorithmus, -en",1,4203
8151,algorithm,2,
8152,"beleuchten, beleuchtet, beleuchtete, hat beleuchtet",1,4204
8153,"to light, to illuminate, to examine",2,
8154,"drucken, druckt, druckte, hat gedruckt",1,4205
8155,to print,2,
8156,erreichbar,1,4206
8157,"within reach, reachable",2,
8158,"erschweren, erschwert, erschwerte, hat erschwert",1,4207
8159,"to complicate, to make more difficult",2,
8160,"die Fahne, -n",1,4208
8161,flag,2,
8162,"die Panik, -en",1,4209
8163,panic,2,
8164,populär,1,4210
8165,"die Rotation, -en",1,4211
8166,rotation,2,
8167,"unterschätzen, unterschätzt, unterschätzte, hat unterschätzt",1,4212
8168,to underestimate,2,
8169,"die Vereinigung, -en",1,4213
8170,"organization, association, unification",2,
8171,"der Anleger, -",1,4214
8172,"der Darm, -̈e",1,4215
8173,intestine,2,
8174,"erobern, erobert, eroberte, hat erobert",1,4216
8175,"to conquer, to take, to win",2,
8176,"die Fassade, -n",1,4217
8177,"facade, front",2,
8178,"der Favorit, -en",1,4218
8179,favorite,2,
8180,"das Plakat, -e",1,4219
8181,poster,2,
8182,"die Terrasse, -n",1,4220
8183,"terrace, patio",2,
8184,"aufsuchen, sucht auf, suchte auf, hat aufgesucht",1,4221
8185,"to see, to visit",2,
8186,"forschen, forscht, forschte, hat geforscht",1,4222
8187,"to research, to do research",2,
8188,"der Gesetzentwurf, -̈e",1,4223
8189,"bill, draft law",2,
8190,intellektuell,1,4224
8191,intellectual,2,
8192,legendär,1,4225
8193,legendary,2,
8194,"die Lektüre, -n",1,4226
8195,reading,2,
8196,motorisch,1,4227
8197,motor,2,
8198,nunmehr,1,4228
8199,"die Richtlinie, -n",1,4229
8200,"der Trick, -s",1,4230
8201,trick,2,
8202,"der Tropfen, -",1,4231
8203,drop,2,
8204,"abschaffen, schafft ab, schaffte ab, hat abgeschafft",1,4232
8205,to abolish,2,
8206,"anheben, hebt an, hob an, hat angehoben",1,4233
8207,"bewundern, bewundert, bewunderte, hat bewundert",1,4234
8208,to admire,2,
8209,"die Burg, -en",1,4235
8210,castle,2,
8211,"der Engel, -",1,4236
8212,angel,2,
8213,"das Fazit, -s",1,4237
8214,"summary, conclusion",2,
8215,"hervorrufen, ruft hervor, rief hervor, hat hervorgerufen",1,4238
8216,"to evoke, to arouse, to cause",2,
8217,Irland,1,4239
8218,Ireland,2,
8219,"die Mechanik, -en",1,4240
8220,mechanics,2,
8221,"der Psychologe, -n",1,4241
8222,psychologist,2,
8223,"abspielen, spielt ab, spielte ab, hat abgespielt",1,4242
8224,"die Erhebung, -en",1,4243
8225,"survey, elicitation, levying",2,
8226,"herausragen, ragt heraus, ragte heraus, hat herausgeragt",1,4244
8227,to stand out,2,
8228,"inszenieren, inszeniert, inszenierte, hat inszeniert",1,4245
8229,to stage,2,
8230,"klatschen, klatscht, klatschte, hat geklatscht",1,4246
8231,to clap,2,
8232,"das Magazin, -e",1,4247
8233,"magazine, storehouse",2,
8234,"der Zuhörer, -",1,4248
8235,"listener, audience (pl)",2,
8236,"beschweren, beschwert, beschwerte, hat beschwert",1,4249
8237,"to weight, to complain",2,
8238,"entgegenkommen, kommt entgegen, kam entgegen, ist entgegengekommen",1,4250
8239,"to meet, to accommodate",2,
8240,die Hast,1,4251
8241,haste,2,
8242,hinauf,1,4252
8243,"up, upwards",2,
8244,"hindern, hindert, hinderte, hat gehindert",1,4253
8245,"loswerden, wird los, wurde los, ist losgeworden",1,4254
8246,to get rid of,2,
8247,mild,1,4255
8248,"mild, gentle",2,
8249,"die Minderheit, -en",1,4256
8250,minority,2,
8251,"die Prävention, -en",1,4257
8252,prevention,2,
8253,"schrumpfen, schrumpft, schrumpfte, ist geschrumpft",1,4258
8254,to shrink,2,
8255,"vernehmen, vernimmt, vernahm, hat vernommen",1,4259
8256,"to hear, to examine, to question",2,
8257,"erstrecken (sich), erstreckt, erstreckte, hat erstreckt",1,4260
8258,"to extend, to include",2,
8259,"der Genosse, -n",1,4261
8260,comrade,2,
8261,öh,1,4262
8262,Thüringer,1,4263
8263,Thuringian,2,
8264,"vortragen, trägt vor, trug vor, hat vorgetragen",1,4264
8265,"to present, to perform",2,
8266,"das Hirn, -e",1,4265
8267,"der Pfeil, -e",1,4266
8268,arrow,2,
8269,"der Schuldner, -",1,4267
8270,debtor,2,
8271,"die Überprüfung, -en",1,4268
8272,"review, screening, check, inspection",2,
8273,"die Verzweiflung, -en",1,4269
8274,desperation,2,
8275,vorig,1,4270
8276,previous,2,
8277,"die Anweisung, -en",1,4271
8278,"order, instruction",2,
8279,das Bargeld,1,4272
8280,belgisch,1,4273
8281,Belgian,2,
8282,"erkundigen (sich), erkundigt, erkundigte, hat erkundigt",1,4274
8283,to inquire,2,
8284,"das Format, -e",1,4275
8285,format,2,
8286,"die Gasse, -n",1,4276
8287,alley,2,
8288,"der Gesichtspunkt, -e",1,4277
8289,glänzend,1,4278
8290,"shiny, shining, brilliant",2,
8291,"das Original, -e",1,4279
8292,ÖVP (Österreichische Volkspartei),1,4280
8293,ÖVP,2,
8294,"die Priorität, -en",1,4281
8295,priority,2,
8296,"der Stich, -e",1,4282
8297,"bite, sting",2,
8298,"die Variation, -en",1,4283
8299,"kind, variation",2,
8300,"der Wettkampf, -̈e",1,4284
8301,die Fremde,1,4285
8302,stranger,2,
8303,"haften, haftet, haftete, hat gehaftet",1,4286
8304,"to adhere, to be liable",2,
8305,horizontal,1,4287
8306,horizontal,2,
8307,"irren (sich), irrt, irrte, hat geirrt",1,4288
8308,"to err, to be wrong",2,
8309,kriminell,1,4289
8310,criminal,2,
8311,"verfallen, verfällt, verfiel, ist verfallen",1,4290
8312,"to decay, to deteriorate, to expire",2,
8313,vorzeitig,1,4291
8314,"early, premature",2,
8315,"ansiedeln, siedelt an, siedelte an, hat angesiedelt",1,4292
8316,"to settle, to establish",2,
8317,"der Bewerber, -",1,4293
8318,applicant,2,
8319,"die Breite, -n",1,4294
8320,width,2,
8321,"einsehen, sieht ein, sah ein, hat eingesehen",1,4295
8322,"to see, to realize, to look into",2,
8323,"die Epoche, -n",1,4296
8324,epoch,2,
8325,"die Explosion, -en",1,4297
8326,explosion,2,
8327,"der Idiot, -en",1,4298
8328,idiot,2,
8329,"die Kulisse, -n",1,4299
8330,"setting, scenery, backdrop",2,
8331,"die Lieferung, -en",1,4300
8332,delivery,2,
8333,nachvollziehbar,1,4301
8334,"plausible, transparent",2,
8335,spürbar,1,4302
8336,"noticeable, perceptible",2,
8337,"der Stall, -̈e",1,4303
8338,stable,2,
8339,"die Arbeitskraft, -̈e",1,4304
8340,"manpower, worker",2,
8341,"die Bibel, -n",1,4305
8342,Bible,2,
8343,"die Gemeinsamkeit, -en",1,4306
8344,"commonality, common feature",2,
8345,"das Gemisch, -e",1,4307
8346,mixture,2,
8347,schlank,1,4308
8348,slim,2,
8349,der Dreck,1,4309
8350,dirt,2,
8351,"eilen, eilt, eilte, hat geeilt",1,4310
8352,to hurry,2,
8353,"fügen (sich), fügt, fügte, hat gefügt",1,4311
8354,"to comply, to defer to, to resign oneself to",2,
8355,heuer,1,4312
8356,this year,2,
8357,"die Hölle, -n",1,4313
8358,hell,2,
8359,quadratisch,1,4314
8360,square,2,
8361,"die Reflexion, -en",1,4315
8362,reflection,2,
8363,solide,1,4316
8364,"solid, sound",2,
8365,unauffällig,1,4317
8366,inconspicuous,2,
8367,"der Zwerg, -e",1,4318
8368,dwarf,2,
8369,"die Anmerkung, -en",1,4319
8370,"note, comment",2,
8371,"der Anreiz, -e",1,4320
8372,incentive,2,
8373,"die Ausrichtung, -en",1,4321
8374,"orientation, alignment",2,
8375,"auswerten, wertet aus, wertete aus, hat ausgewertet",1,4322
8376,"to evaluate, to assess",2,
8377,"ersparen, erspart, ersparte, hat erspart",1,4323
8378,"to save, to spare",2,
8379,homogen,1,4324
8380,homogeneous,2,
8381,"nachkommen, kommt nach, kam nach, ist nachgekommen",1,4325
8382,"to follow, to come later, to come after",2,
8383,der Diabetes,1,4326
8384,diabetes,2,
8385,"die Fotografie, -n",1,4327
8386,photography,2,
8387,"die Galerie, -n",1,4328
8388,gallery,2,
8389,die Haft,1,4329
8390,"detention, confinement",2,
8391,"die Malerei, -en",1,4330
8392,"die Marktwirtschaft, -en",1,4331
8393,market economy,2,
8394,"die Maske, -n",1,4332
8395,mask,2,
8396,mmh,1,4333
8397,"die Präsentation, -en",1,4334
8398,presentation,2,
8399,unerträglich,1,4335
8400,"unbearable, intolerable",2,
8401,"zerreißen, zerreißt, zerriss, hat zerrissen",1,4336
8402,"to tear (up, to pieces)",2,
8403,zwangsläufig,1,4337
8404,inevitable,2,
8405,"betrinken (sich), betrinkt, betrank, hat betrunken",1,4338
8406,to get drunk,2,
8407,die Furcht,1,4339
8408,fear,2,
8409,"das Klavier, -e",1,4340
8410,piano,2,
8411,kommunal,1,4341
8412,municipal,2,
8413,"der Landkreis, -e",1,4342
8414,"die Meisterschaft, -en",1,4343
8415,championship,2,
8416,"der Neubau, -ten",1,4344
8417,new building,2,
8418,"schädigen, schädigt, schädigte, hat geschädigt",1,4345
8419,to damage,2,
8420,"die Schau, -en",1,4346
8421,"unterstreichen, unterstreicht, unterstrich, hat unterstrichen",1,4347
8422,"to underline, to emphasize",2,
8423,"vorziehen, zieht vor, zog vor, hat vorgezogen",1,4348
8424,"die Bande, -n",1,4349
8425,"gang, mob, clique",2,
8426,behindert,1,4350
8427,handicapped,2,
8428,"die Bemühung, -en",1,4351
8429,"die Besetzung, -en",1,4352
8430,"occupation, cast, line-up",2,
8431,"das Bündel, -",1,4353
8432,"bundle, bunch",2,
8433,"dämpfen, dämpft, dämpfte, hat gedämpft",1,4354
8434,"to dampen, to dim",2,
8435,FPÖ (Freiheitliche Partei Österreichs),1,4355
8436,FPÖ,2,
8437,"das Gift, -e",1,4356
8438,poison,2,
8439,"der Knopf, -̈e",1,4357
8440,button,2,
8441,"das Lebensjahr, -e",1,4358
8442,year (of one’s life),2,
8443,die News,1,4359
8444,news,2,
8445,"das Profil, -e",1,4360
8446,profile,2,
8447,"die Siedlung, -en",1,4361
8448,"settlement, estate",2,
8449,signifikant,1,4362
8450,significant,2,
8451,"die Stellungnahme, -n",1,4363
8452,"opinion, statement",2,
8453,"der Sturz, -̈e",1,4364
8454,fall,2,
8455,unbewusst,1,4365
8456,unconscious,2,
8457,"der Verstoß, -̈e",1,4366
8458,violation,2,
8459,voraussichtlich,1,4367
8460,"probable, presumable",2,
8461,"würdigen, würdigt, würdigte, hat gewürdigt",1,4368
8462,"to appreciate, to pay tribute",2,
8463,"zurückweisen, weist zurück, wies zurück, hat zurückgewiesen",1,4369
8464,to reject,2,
8465,"der Abfall, -̈e",1,4370
8466,"waste, trash",2,
8467,"der Demokrat, -en",1,4371
8468,democrat,2,
8469,"der Katalysator, -en",1,4372
8470,catalyst,2,
8471,"die Piste, -n",1,4373
8472,slope,2,
8473,"der Senat, -e",1,4374
8474,senate,2,
8475,die Stasi (Staatssicherheitsdienst),1,4375
8476,state security service,2,
8477,"streicheln, streichelt, streichelte, hat gestreichelt",1,4376
8478,to pet,2,
8479,superior,2,
8480,"ausfüllen, füllt aus, füllte aus, hat ausgefüllt",1,4378
8481,to fill out,2,
8482,"die Betreuung, -en",1,4379
8483,care,2,
8484,"eintreffen, trifft ein, traf ein, ist eingetroffen",1,4380
8485,"to arrive, to come true, to happen",2,
8486,"der Kuchen, -",1,4381
8487,cake,2,
8488,der Nachwuchs,1,4382
8489,"offspring, new generation",2,
8490,"plädieren, plädiert, plädierte, hat plädiert",1,4383
8491,"to plead, to make one’s case",2,
8492,"trösten, tröstet, tröstete, hat getröstet",1,4384
8493,to comfort,2,
8494,"die Ungleichheit, -en",1,4385
8495,"inequality, dissimilarity",2,
8496,"der Verteidiger, -",1,4386
8497,"defender, defense counsel",2,
8498,"das Center, -",1,4387
8499,"der Halt, -e",1,4388
8500,"stop, hold",2,
8501,"das Handwerk, -e",1,4389
8502,"craft, trade",2,
8503,humanitär,1,4390
8504,humanitarian,2,
8505,"das Intervall, -e",1,4391
8506,interval,2,
8507,naiv,1,4392
8508,naive,2,
8509,"der Rentner, -",1,4393
8510,pensioner,2,
8511,"die Skala, -en",1,4394
8512,"scale, dial, range",2,
8513,sogleich,1,4395
8514,"das Substantiv, -e",1,4396
8515,noun,2,
8516,"das Testament, -e",1,4397
8517,"die Algebra, -en",1,4398
8518,algebra,2,
8519,"befördern, befördert, beförderte, hat befördert",1,4399
8520,"die Box, -en",1,4400
8521,"speaker, pit, stall",2,
8522,gänzlich,1,4401
8523,entirely,2,
8524,"das Gremium, -en",1,4402
8525,hinunter,1,4403
8526,soeben,1,4404
8527,just,2,
8528,"die Sportart, -en",1,4405
8529,"(type of) sport, discipline",2,
8530,Tirol,1,4406
8531,Tyrol,2,
8532,"die Zuordnung, -en",1,4407
8533,"classification, assignment",2,
8534,asiatisch,1,4408
8535,Asian,2,
8536,"die Biografie, -n",1,4409
8537,biography,2,
8538,blutig,1,4410
8539,bloody,2,
8540,"der Erwerb, -e",1,4411
8541,"acquisition, purchase",2,
8542,"das Hindernis, -se",1,4412
8543,obstacle,2,
8544,inwieweit,1,4413
8545,to what extent,2,
8546,römisch,1,4414
8547,Roman,2,
8548,weitaus,1,4415
8549,"much, far",2,
8550,"die Wiedervereinigung, -en",1,4416
8551,reunification,2,
8552,"die Abfahrt, -en",1,4417
8553,departure,2,
8554,"die Anleihe, -n",1,4418
8555,"loan, bond, borrowing",2,
8556,auswärtig,1,4419
8557,elastisch,1,4420
8558,elastic,2,
8559,"entkommen, entkommt, entkam, ist entkommen",1,4421
8560,to escape,2,
8561,"der Herausgeber, -",1,4422
8562,publisher,2,
8563,"das Kinn, -e",1,4423
8564,chin,2,
8565,"nahelegen, legt nahe, legte nahe, hat nahegelegt",1,4424
8566,"die Naturwissenschaft, -en",1,4425
8567,natural science,2,
8568,seitens,1,4426
8569,"by, on the part of",2,
8570,verbal,1,4427
8571,verbal,2,
8572,"die Versuchsperson, -en",1,4428
8573,test subject,2,
8574,"die Wanderung, -en",1,4429
8575,hike,2,
8576,"der Zeigefinger, -",1,4430
8577,index finger,2,
8578,zwischendurch,1,4431
8579,"occasionally, in between",2,
8580,"der Autofahrer, -",1,4432
8581,"driver, motorist",2,
8582,"benehmen, benimmt, benahm, hat benommen",1,4433
8583,to behave,2,
8584,"der Einzelfall, -̈e",1,4434
8585,individual case,2,
8586,gängig,1,4435
8587,common,2,
8588,"der Jäger, -",1,4436
8589,hunter,2,
8590,kommunikativ,1,4437
8591,communicative,2,
8592,"der Kongress, -e",1,4438
8593,"congress, convention",2,
8594,"letzterer, letztere, letzteres",1,4439
8595,latter,2,
8596,nebeneinander,1,4440
8597,"side by side, next to each other",2,
8598,"die Passage, -n",1,4441
8599,passage,2,
8600,"strömen, strömt, strömte, ist geströmt",1,4442
8601,zeitgenössisch,1,4443
8602,contemporary,2,
8603,"zerbrechen, zerbricht, zerbrach, hat zerbrochen",1,4444
8604,"to break, to shatter",2,
8605,"der Aufsatz, -̈e",1,4445
8606,essay,2,
8607,Brandenburg,1,4446
8608,Brandenburg,2,
8609,"das Diagramm, -e",1,4447
8610,diagram,2,
8611,"die Erleichterung, -en",1,4448
8612,relief,2,
8613,"der Historiker, -",1,4449
8614,historian,2,
8615,innovativ,1,4450
8616,innovative,2,
8617,kollektiv,1,4451
8618,collective,2,
8619,nüchtern,1,4452
8620,"sober, with empty stomach",2,
8621,ungeheuer,1,4453
8622,tremendous,2,
8623,"das Vorurteil, -e",1,4454
8624,prejudice,2,
8625,"die Warnung, -en",1,4455
8626,warning,2,
8627,"das Zeugnis, -se",1,4456
8628,"report, certificate, testimony",2,
8629,"anmachen, macht an, machte an, hat angemacht",1,4457
8630,to turn on,2,
8631,"die App, -s",1,4458
8632,app,2,
8633,derzeitig,1,4459
8634,"der Einblick, -e",1,4460
8635,insight,2,
8636,"eingeben, gibt ein, gab ein, hat eingegeben",1,4461
8637,"to enter, to input, to put in",2,
8638,"die Evolution, -en",1,4462
8639,evolution,2,
8640,gigantisch,1,4463
8641,gigantic,2,
8642,"die Nervenzelle, -n",1,4464
8643,"nerve cell, neuron",2,
8644,überflüssig,1,4465
8645,"superfluous, unnecessary",2,
8646,"einteilen, teilt ein, teilte ein, hat eingeteilt",1,4466
8647,"to organize, to arrange, to divide into",2,
8648,"die Feststellung, -en",1,4467
8649,"determination, assessment",2,
8650,"losfahren, fährt los, fuhr los, ist losgefahren",1,4468
8651,"to leave, to depart",2,
8652,"die Pistole, -n",1,4469
8653,pistol,2,
8654,"schalten, schaltet, schaltete, hat geschaltet",1,4470
8655,"to switch, to shift",2,
8656,sowjetisch,1,4471
8657,Soviet,2,
8658,"überführen, überführt, überführte, hat überführt",1,4472
8659,verbindlich,1,4473
8660,"binding, authoritative",2,
8661,anstelle,1,4474
8662,"beleidigen, beleidigt, beleidigte, hat beleidigt",1,4475
8663,to insult,2,
8664,"der Diener, -",1,4476
8665,servant,2,
8666,konventionell,1,4477
8667,conventional,2,
8668,"das Neutron, -en",1,4478
8669,neutron,2,
8670,organisatorisch,1,4479
8671,organizational,2,
8672,reif,1,4480
8673,ripe,2,
8674,"der Stab, -̈e",1,4481
8675,"überholen, überholt, überholte, hat überholt",1,4482
8676,"to pass, to overhaul",2,
8677,"vorangehen, geht voran, ging voran, ist vorangegangen",1,4483
8678,"to precede, to lead (the way)",2,
8679,anderswo,1,4484
8680,elsewhere,2,
8681,empfindlich,1,4485
8682,Finanzen,1,4486
8683,"finance, finances",2,
8684,hilflos,1,4487
8685,helpless,2,
8686,Mist,1,4488
8687,"crap, manure",2,
8688,"münden, mündet, mündete, hat gemündet",1,4489
8689,"to join, to meet, to flow into",2,
8690,die Physiologie,1,4490
8691,physiology,2,
8692,"das Porträt, -s",1,4491
8693,portrait,2,
8694,"die Premiere, -n",1,4492
8695,"opening night, premiere",2,
8696,der Schadenersatz,1,4493
8697,compensation,2,
8698,"der Schrei, -e",1,4494
8699,scream,2,
8700,"die Schwangerschaft, -en",1,4495
8701,pregnancy,2,
8702,"der Staatsanwalt, -̈e",1,4496
8703,"public prosecutor, district attorney",2,
8704,"der Transfer, -s",1,4497
8705,transfer,2,
8706,"verkürzen, verkürzt, verkürzte, hat verkürzt",1,4498
8707,to shorten,2,
8708,"vorbeugen, beugt vor, beugte vor, hat vorgebeugt",1,4499
8709,"to bend over, to lean forward, to prevent",2,
8710,witzig,1,4500
8711,"die Annäherung, -en",1,4501
8712,"approach, approximation, rapprochement",2,
8713,"blasen, bläst, blies, hat geblasen",1,4502
8714,to blow,2,
8715,"das Exemplar, -e",1,4503
8716,"copy, piece",2,
8717,"der Fond, -s",1,4504
8718,fund,2,
8719,"die Logik, -en",1,4505
8720,logic,2,
8721,der Müll,1,4506
8722,"waste, garbage, rubbish, trash",2,
8723,rational,1,4507
8724,rational,2,
8725,"das Vergnügen, -",1,4508
8726,pleasure,2,
8727,fließend,1,4509
8728,"fluent, fluid, flowing",2,
8729,"konsumieren, konsumiert, konsumierte, hat konsumiert",1,4510
